Table: Table_1

(1) UPCIC Territory ,(2) County ,(3) (4) Year Total 2018 Earned Earned Premium Premium ,(5) 5 Year Total Trended On-Level Earned Premium ,(6) (7) 2018 5 Year Trended Total On-Level Earned Earned House Premium Years ,(8) 2018 Earned House Years ,(9) Inforce Policies at 12/31/2019 Total On-Level Premium (000) ,(10) Inforce Policies at 12/31/2019 Total Policy Ct ,(11) Total Trended and Developed Non-Catastrophe Loss LAE ,(12) Trended and Developed Non- Catastrophe Loss LAE Ratio ,(13) 5 Year Total Provision for Non-Hurricane Catastrophe Loss LAE Excluding Loss Assessments ,(14) (15) 5 Year Total Provision for Non-Hurricane Catastrophe Non-Hurricane Loss & LAE Catastrophe For Loss Loss LAE Assessments Ratio ,(16) Total Trended Ultimate Non-Hurricane Loss LAE Ratio ,(17) Credibility ,(18) Expected Hurricane Loss and LAE (000) ,(19) Allocated Net Cost of Non- Proportional Reinsurance ,(20) Expected Hurricane Loss LAE and Reinsurance Cost ,(21) Total Trended Ultimate Loss LAE and Reinsurance Ratio ,(22) Formula Territory Indication ,(23) Assigned Territory Indication ,(24) Credibility Weighted Indication ,
5 ,Monroe ,$1,812 $535 ,$1,554 ,$477 395 ,120 ,786 ,177 ,$252 ,16.2% ,$12 ,$0 0.8% ,17.0% ,9.9% ,$222 ,$149.97 ,47.3% ,64.3% ,-8.4% ,-8.4% ,4.7% ,
7 ,Monroe ,44 9 ,37 ,8 8 ,2 ,324 ,43 ,0 ,0.0% ,0 ,0 0.1% ,0.1% ,1.5% ,32 ,22 ,16.7% ,16.9% ,-73.9% ,-50.0% ,5.4% ,
10 30 ,Martin Miami-Dade ,"46,273" "9,863" "1,461" 435 ,"41,267" "1,415" ,"8,970" "16,086" 438 215 ,"3,441" 62 ,"10,616" 552 ,"3,704" 67 ,"7,667" 518 ,18.6% 36.6% ,378 26 ,6 0.9% 0 1.8% ,19.5% 38.4% ,63.4% 7.3% ,"3,665" 78 ,"2,478" 53 ,57.9% 23.6% ,77.4% 62.0% ,9.6% -11.6% ,9.6% -11.6% ,8.3% 26.4% ,
31 ,Miami-Dade ,"4,145" "1,100" ,"4,004" ,"1,109" 597 ,156 ,"1,252" ,157 ,796 ,19.9% ,39 ,0 1.0% ,20.9% ,12.2% ,264 ,179 ,35.4% ,56.3% ,-19.6% ,-19.6% ,23.5% ,
32 ,Miami-Dade ,"22,396" "5,973" ,"21,711" ,"6,021" "6,048" ,"1,668" ,"7,070" ,"1,725" ,"7,364" ,33.9% ,365 ,2 1.7% ,35.6% ,38.9% ,967 ,654 ,22.9% ,58.5% ,-16.4% ,-16.4% ,11.6% ,
33 ,Miami-Dade ,"13,905" "4,452" ,"13,579" ,"4,488" "4,266" ,"1,387" ,"4,977" ,"1,339" ,"8,844" ,65.1% ,439 ,3.2% ,68.4% ,32.7% ,612 ,414 ,20.6% ,89.0% ,25.6% ,25.6% ,28.2% ,
34 35 ,Miami-Dade Broward ,"352,735" "107,219" "63,705" "18,963" ,"342,716" "61,829" ,"108,080" "106,349" "19,115" "19,318" ,"33,269" "5,894" ,"129,155" "21,891" ,"35,270" "5,925" ,"210,665" "38,975" ,61.5% 63.0% ,"10,453" "1,934" ,27 3.1% 6 3.1% ,64.5% 66.2% ,100.0% 69.5% ,"15,945" "3,640" ,"10,779" "2,461" ,20.7% 27.9% ,85.2% 94.0% ,20.4% 32.6% ,20.4% 32.6% ,20.4% 31.6% ,
37 ,Broward ,"498,797" "130,461" ,"487,524" ,"131,497" "165,592" ,"45,187" ,"154,218" ,"46,691" ,"315,635" ,64.7% ,"15,662" ,46 3.2% ,68.0% ,100.0% ,"26,793" ,"18,113" ,29.1% ,97.1% ,36.7% ,36.7% ,36.7% ,
38 ,Palm Beach ,"401,324" "105,302" ,"371,585" ,"103,774" "149,486" ,"41,007" ,"126,667" ,"43,567" ,"166,576" ,44.8% ,"8,266" ,46 2.2% ,47.1% ,100.0% ,"26,924" ,"18,202" ,35.6% ,82.7% ,16.9% ,16.9% ,16.9% ,
39 ,Duval ,"39,668" "8,588" ,"38,012" ,"8,457" "30,813" ,"6,458" ,"9,290" ,"6,413" ,"18,379" ,48.3% ,906 ,2 2.4% ,50.7% ,87.8% ,"1,264" ,854 ,22.8% ,73.5% ,4.3% ,4.3% ,4.5% ,
40 ,Duval ,221 46 ,185 ,39 207 ,40 ,41 ,37 ,36 ,19.4% ,2 ,0 1.0% ,20.3% ,7.2% ,5 ,,22.1% ,42.5% ,-38.6% ,-38.6% ,3.0% ,
41 42 ,Duval Pinellas ,"3,010" 614 "6,668" "2,191" ,"2,752" "5,603" ,578 "1,549" "1,908" "2,015" ,323 688 ,699 "2,783" ,371 887 ,784 "1,021" ,28.5% 18.2% ,39 50 ,0 1.4% 0.9% ,29.9% 19.1% ,19.7% 22.4% ,154 812 ,104 549 ,36.9% 48.9% ,66.7% 68.0% ,-5.1% -3.4% ,-5.1% -3.4% ,3.9% 4.0% ,
43 ,Escambia ,"121,337" "24,032" ,"97,306" ,"20,052" "63,570" ,"12,671" ,"22,682" ,"12,901" ,"20,451" ,21.0% ,"1,008" ,12 1.0% ,22.1% ,100.0% ,"7,097" ,"4,798" ,52.4% ,74.5% ,5.6% ,5.6% ,5.6% ,
46 ,Pinellas ,"20,032" "4,960" ,"15,876" ,"4,181" "8,646" ,"2,336" ,"5,578" ,"2,827" ,"3,463" ,21.8% ,171 ,3 1.1% ,22.9% ,46.5% ,"1,739" ,"1,176" ,52.3% ,75.2% ,6.5% ,6.5% ,6.3% ,
47 ,Hillsborough ,"49,415" "10,765" ,"43,569" ,"9,631" "21,417" ,"5,074" ,"10,926" ,"5,403" ,"10,236" ,23.5% ,505 ,5 1.2% ,24.7% ,73.2% ,"2,883" ,"1,949" ,44.2% ,68.9% ,-2.2% ,-2.2% ,0.1% ,
49 ,Orange ,"10,056" "2,113" ,"10,136" ,"2,100" "6,276" ,"1,275" ,"2,496" ,"1,411" ,"4,870" ,48.0% ,240 ,1 2.4% ,50.4% ,39.6% ,558 ,377 ,37.4% ,87.9% ,24.0% ,24.0% ,13.2% ,
50 ,Polk ,"112,773" "22,242" ,"119,633" ,"23,419" "71,700" ,"13,330" ,"23,222" ,"12,111" ,"34,972" ,29.2% ,"1,724" ,12 1.5% ,30.7% ,100.0% ,"6,767" ,"4,575" ,48.8% ,79.5% ,12.5% ,12.5% ,12.5% ,
57 ,Brevard ,"20,436" "4,556" ,"14,155" ,"3,457" "6,614" ,"1,559" ,"5,919" ,"2,277" ,"1,758" ,12.4% ,87 ,0.6% ,13.1% ,40.7% ,"1,732" ,"1,171" ,49.0% ,62.1% ,-11.5% ,-11.5% ,-1.0% ,
62 ,Volusia ,"3,985" 727 ,"2,915" ,574 "1,390" ,263 ,703 ,283 ,318 ,10.9% ,16 ,0 0.5% ,11.5% ,18.6% ,152 ,103 ,36.4% ,47.8% ,-31.2% ,-31.2% ,-0.8% ,
63 ,Volusia ,"19,474" "3,616" ,"14,931" ,"3,001" "10,777" ,"2,123" ,"3,759" ,"2,468" ,"3,825" ,25.6% ,189 ,2 1.3% ,26.9% ,51.9% ,"1,013" ,685 ,45.2% ,72.1% ,2.2% ,2.2% ,4.1% ,
64 80 ,Brevard Hillsborough ,"53,043" "10,132" "62,898" "14,139" ,"46,512" "55,596" ,"9,407" "26,955" "12,692" "31,562" ,"5,304" "7,781" ,"10,273" "15,410" ,"5,255" "8,896" ,"11,628" "19,291" ,25.0% 34.7% ,573 951 ,6 1.2% 7 1.7% ,26.2% 36.4% ,82.1% 88.8% ,"3,407" "4,055" ,"2,303" "2,741" ,55.6% 44.1% ,81.8% 80.5% ,15.7% 13.9% ,15.7% 13.9% ,14.0% 13.0% ,
81 ,Pinellas ,"79,901" "17,021" ,"58,547" ,"13,791" "30,362" ,"7,581" ,"19,039" ,"9,570" ,"10,842" ,18.5% ,534 ,12 0.9% ,19.5% ,87.1% ,"6,684" ,"4,519" ,58.8% ,78.3% ,10.8% ,10.8% ,10.2% ,
90 ,Orange ,"56,678" "12,683" ,"60,112" ,"13,353" "37,587" ,"8,241" ,"16,446" ,"9,563" ,"37,217" ,61.9% ,"1,835" ,7 3.1% ,65.0% ,96.9% ,"3,849" ,"2,602" ,39.2% ,104.2% ,46.6% ,46.6% ,45.3% ,
159 ,Hernando ,893 255 ,757 ,221 533 ,153 ,389 ,232 ,263 ,34.7% ,13 ,0 1.7% ,36.5% ,11.5% ,120 ,81 ,51.8% ,88.3% ,24.6% ,24.6% ,8.3% ,
181 ,Indian River ,"5,080" "1,222" ,"4,038" ,"1,030" "1,209" ,301 ,"1,429" ,373 ,732 ,18.1% ,36 ,0.9% ,19.0% ,17.4% ,392 ,265 ,45.9% ,65.0% ,-7.6% ,-7.6% ,3.8% ,
182 183 ,Martin Saint Lucie ,276 36 "2,101" 326 ,256 "1,711" ,34 53 284 584 ,7 88 ,42 279 ,8 77 ,15 295 ,5.8% 17.2% ,1 15 ,0 0.3% 0 0.9% ,6.0% 18.1% ,3.6% 12.1% ,9 94 ,6 64 ,36.8% 56.5% ,42.8% 74.6% ,-38.2% 5.7% ,-38.2% 5.7% ,4.6% 6.1% ,
192 ,Alachua ,"9,747" "1,938" ,"7,201" ,"1,541" "7,727" ,"1,570" ,"1,836" ,"1,657" ,"2,915" ,40.5% ,144 ,2.0% ,42.5% ,44.0% ,371 ,251 ,33.9% ,76.4% ,8.2% ,8.2% ,7.1% ,
193 ,Calhoun ,"1,914" 360 ,"1,738" ,337 "1,369" ,248 ,375 ,240 ,"1,481" ,85.2% ,73 ,0 4.2% ,89.4% ,18.5% ,46 ,31 ,20.5% ,109.9% ,54.4% ,50.0% ,14.3% ,
292 ,Baker ,"1,988" 377 ,"1,666" ,330 "1,478" ,273 ,351 ,257 ,551 ,33.1% ,27 ,0 1.6% ,34.7% ,19.2% ,27 ,18 ,12.8% ,47.6% ,-31.6% ,-31.6% ,-1.1% ,
293 361 ,Columbia Broward ,"6,839" "1,393" "1,168" 333 ,"5,494" "1,129" ,"1,140" "5,778" 335 218 ,"1,137" 60 ,"1,303" 396 ,"1,136" 65 ,"2,017" 151 ,36.7% 13.4% ,99 8 ,0 1.8% 0 0.7% ,38.5% 14.1% ,38.0% 7.4% ,172 67 ,116 45 ,22.2% 28.2% ,60.7% 42.3% ,-13.5% -38.9% ,-13.5% -38.9% ,-1.3% 24.4% ,
362 ,Palm Beach ,"6,478" "1,798" ,"6,266" ,"1,813" "1,528" ,433 ,"2,466" ,510 ,"1,521" ,24.3% ,75 ,1.2% ,25.5% ,19.5% ,395 ,267 ,26.8% ,52.3% ,-25.0% ,-25.0% ,18.8% ,
392 ,Bradford ,"2,512" 459 ,"1,879" ,361 "2,015" ,377 ,423 ,384 ,"1,443" ,76.8% ,71 ,0 3.8% ,80.6% ,22.4% ,67 ,45 ,26.4% ,107.0% ,50.5% ,50.0% ,16.0% ,
393 ,Gadsden ,"4,506" 973 ,"3,662" ,838 "4,038" ,859 ,"1,013" ,901 ,"1,521" ,41.5% ,75 ,0 2.1% ,43.6% ,31.8% ,106 ,71 ,17.5% ,61.1% ,-13.0% ,-13.0% ,0.1% ,
492 ,Clay ,"6,467" "1,384" ,"5,494" ,"1,251" "4,976" ,"1,089" ,"1,675" ,"1,340" ,"3,137" ,57.1% ,155 ,0 2.8% ,59.9% ,35.3% ,225 ,152 ,22.5% ,82.4% ,16.5% ,16.5% ,9.8% ,
493 511 ,Hamilton Osceola ,"1,458" 302 "26,045" "6,268" ,"1,255" "27,606" ,263 "1,157" "6,598" "18,939" ,226 "4,489" ,278 "8,086" ,210 "5,093" ,240 "21,244" ,19.1% 77.0% ,12 "1,047" ,0 0.9% 4 3.8% ,20.0% 80.8% ,17.0% 68.8% ,23 "2,134" ,15 "1,443" ,13.7% 44.2% ,33.8% 125.0% ,-50.6% 75.3% ,-50.0% 50.0% ,-3.4% 36.3% ,
512 ,Seminole ,"31,315" "6,250" ,"33,241" ,"6,581" "19,272" ,"3,704" ,"7,175" ,"3,815" ,"15,150" ,45.6% ,747 ,2.3% ,47.8% ,69.4% ,"1,778" ,"1,202" ,41.5% ,89.4% ,26.1% ,26.1% ,20.0% ,
531 ,Flagler ,434 98 ,351 ,84 166 ,40 ,140 ,59 ,23 ,6.5% ,,0.3% ,6.8% ,6.4% ,38 ,25 ,45.3% ,52.0% ,-25.4% ,-25.4% ,4.1% ,
532 ,Nassau ,879 204 ,697 ,171 429 ,104 ,227 ,126 ,51 ,7.3% ,2 ,0 0.4% ,7.6% ,10.4% ,50 ,34 ,36.7% ,44.3% ,-36.1% ,-36.1% ,1.8% ,
